Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Requested Bld,Requested Room,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt
LAW JD790 A1,Emp Ben/Ex Comp,Hylton,4,Independent,4,25,LAW,ARR,LAW,ARR,"Tue,Thu",10:40am,12:40pm,Permission Required,31200,1/12/2016,4/19/2016
LAW JD791 A1,Ip & Internet,Dogan,3,Independent,16,14,LAW,ARR,LAW,ARR,Tue,10:40am,12:40pm,"Permission Required, Class Closed",31200,1/12/2016,4/19/2016
LAW JD793 A1,Trade Secrets,Beck,2,Independent,19,20,LAW,ARR,LAW,ARR,Thu, 6:30pm, 8:30pm,"Permission Required, Class Closed",31200,1/14/2016,4/14/2016
LAW JD794 A1,Bank Practice,Mikels,3,Independent,22,24,LAW,ARR,LAW,ARR,Thu, 2:10pm, 4:10pm,Permission Required,31200,1/14/2016,4/14/2016
LAW JD801 D1,Admin LAW,Diver,4,Independent,36,75,LAW,ARR,LAW,ARR,"Mon,Wed",10:40am,12:40pm,Permission Required,31200,1/11/2016,4/20/2016
LAW JD801 L1,Admin LAW,Lawson,4,Independent,70,85,LAW,ARR,LAW,ARR,"Tue,Thu",10:40am,12:40pm,Permission Required,31200,1/12/2016,4/19/2016
LAW JD805 A1,Secured Trans,O'Rourke,3,Independent,74,75,LAW,ARR,LAW,ARR,"Mon,Wed",11:00am,12:25pm,Permission Required,31200,1/11/2016,4/20/2016
LAW JD810 A1,Cnstitutn LAW 1,Maclin,4,Independent,83,80,LAW,ARR,LAW,ARR,"Mon,Tue,Thu", 9:15am,10:30am,"WebReg Restricted, Permission Required, Class Full",31200,1/11/2016,4/19/2016
LAW JD810 C1,Cnstitutn LAW 1,Baxter,4,Independent,89,80,LAW,ARR,LAW,ARR,"Wed,Thu", 8:30am, 9:45am,"WebReg Restricted, Permission Required, Class Full",31200,1/13/2016,4/15/2016
,,,,,,,LAW,ARR,LAW,ARR,Fri, 9:00am,10:15am,,,,
LAW JD812 A1,Contracts/Llm,Varyani,4,Independent,46,40,LAW,ARR,LAW,ARR,"Tue,Thu", 6:30pm, 8:30pm,"WebReg Restricted, Permission Required, LLMs ONLY, Class Closed",,1/12/2016,4/19/2016
LAW JD814 S1,Family LAW,Silbaugh,var,Independent,39,50,LAW,ARR,LAW,ARR,"Mon,Wed",11:00am,12:25pm,Permission Required,,1/11/2016,4/20/2016
LAW JD816 M1,Corporations,Marks,4,Independent,72,75,LAW,ARR,LAW,ARR,"Tue,Thu",10:40am,12:40pm,Permission Required,,1/12/2016,4/19/2016
LAW JD817 A1,Adv Hum Traffic,Dahlstrom,1,Independent,4,8,LAW,ARR,LAW,ARR,Tue, 4:00pm, 5:00pm,Permission Required,,1/19/2016,4/26/2016
LAW JD818 A1,Adv Hum Traf Cl,Dahlstrom,2,Experience,4,8,,,,,Arranged,,,Permission Required,,1/19/2016,4/29/2016
LAW JD819 A1,Crim Procedure,Rossman,4,Independent,44,50,LAW,ARR,LAW,ARR,"Mon,Wed", 2:10pm, 4:10pm,Permission Required,31200,1/11/2016,4/20/2016
LAW JD820 A1,Crim Pro: Adj,Leonard,3,Independent,23,40,LAW,ARR,LAW,ARR,"Mon,Wed",10:45am,12:10pm,Permission Required,,1/11/2016,4/20/2016
LAW JD822 A1,Privacy,Mortensen,3,Independent,24,25,LAW,ARR,LAW,ARR,Mon, 4:20pm, 6:20pm,"Permission Required, Class Closed",31200,1/11/2016,4/20/2016
LAW JD823 A1,Comp/Risk Mgmt,Weir,4,Independent,4,40,LAW,ARR,,,"Mon,Wed", 6:30pm, 8:30pm,Permission Required,,1/11/2016,4/20/2016
LAW JD826 A1,Mediation,Roth,3,Independent,12,15,LAW,ARR,LAW,ARR,Wed,10:40am, 1:40pm,"Permission Required, Class Closed",31200,1/13/2016,4/13/2016
LAW JD827 A1,Restorative,Porter,3,Independent,12,12,STH,113,STH,113,Mon, 6:30pm, 9:30pm,"Permission Required, Mts w/STH TS877, Class Closed",31200,1/25/2016,4/25/2016
LAW JD828 A1,Wrong Con Clinc,Cormier,1,Experience,5,6,,,,,Arranged,,,"WebReg Restricted, Permission Required",31200,1/11/2016,4/20/2016
LAW JD829 A1,Crimlaw/Civ Ord,TBA,3,Independent,15,15,LAW,ARR,,,Mon, 4:20pm, 6:20pm,"Permission Required, Class Full",,1/11/2016,4/20/2016
LAW JD831 L1,Evidence,Lowy,4,Independent,40,50,LAW,ARR,LAW,ARR,"Mon,Wed", 5:00pm, 7:00pm,Permission Required,31200,1/11/2016,4/20/2016
LAW JD834 A1,Employment LAW,Harper,4,Independent,33,75,LAW,ARR,LAW,ARR,"Mon,Wed", 2:10pm, 4:10pm,Permission Required,31200,1/11/2016,4/20/2016
LAW JD835 A1,Jurisprudence,Fleming,3,Independent,20,25,LAW,ARR,LAW,ARR,Thu, 2:10pm, 4:10pm,"Permission Required, MEETS WITH GRS PH 659 Mts w/GRS PH659",,1/14/2016,4/14/2016
LAW JD837 A1,Wrongful Convic,TBA,3,Independent,12,14,LAW,ARR,LAW,ARR,Tue, 6:30pm, 9:30pm,"Permission Required, Class Closed",,1/12/2016,4/19/2016
LAW JD838 A1,Antitrust LAW,Hylton,4,Independent,29,55,LAW,ARR,LAW,ARR,"Tue,Thu",10:40am,12:40pm,Permission Required,31200,1/12/2016,4/14/2016
LAW JD840 A1,Ibt for Llms,TBA,3,Independent,0,45,LAW,ARR,,,"Mon,Wed", 2:10pm, 3:35pm,"WebReg Restricted, Permission Required",,1/11/2016,4/20/2016
LAW JD842 A1,Intl Bus Trans,Ingber,3,Independent,55,75,LAW,ARR,LAW,ARR,"Tue,Thu", 2:15pm, 3:40pm,Permission Required,31200,1/12/2016,4/19/2016
LAW JD843 A1,Human Rts Advoc,Akram,3,Independent,8,6,LAW,ARR,LAW,ARR,Wed, 2:10pm, 4:10pm,"Permission Required, Class Full",,1/13/2016,4/13/2016
LAW JD845 A1,Civil War Rec,Samito,3,Independent,22,25,LAW,ARR,LAW,ARR,Tue, 4:20pm, 6:20pm,Permission Required,,1/12/2016,4/19/2016
LAW JD846 A1,Hist Persp LAW,Di Robilant,3,Independent,18,18,LAW,ARR,LAW,ARR,Thu, 4:20pm, 6:20pm,"Permission Required, Class Closed",,1/14/2016,4/14/2016
LAW JD847 A1,Federal Courts,Collins,3,Independent,14,30,LAW,ARR,LAW,ARR,"Tue,Thu",10:45am,12:10pm,Permission Required,,1/12/2016,4/19/2016
LAW JD851 A1,Labor LAW,Harper,3,Independent,13,50,LAW,ARR,LAW,ARR,"Tue,Thu", 2:15pm, 3:40pm,Permission Required,,1/12/2016,4/19/2016
LAW JD854 A1,White Collar,Cohen,3,Independent,27,30,LAW,ARR,LAW,ARR,"Mon,Wed", 8:30am,10:00am,"Permission Required, Class Closed",31200,1/11/2016,4/20/2016
LAW JD855 A1,Land Use,Witten,3,Independent,16,30,LAW,ARR,LAW,ARR,Wed, 4:20pm, 7:20pm,Permission Required,31200,1/13/2016,4/13/2016
LAW JD857 G1,Intel. Property,Gugliuzza,var,Independent,64,65,LAW,ARR,LAW,ARR,"Mon,Wed", 2:15pm, 3:40pm,"Permission Required, Class Closed",31200,1/11/2016,4/20/2016
LAW JD858 A1,Intl Trade Reg,Caruso,3,Independent,18,18,LAW,ARR,LAW,ARR,Wed,10:40am,12:40pm,"Permission Required, Class Closed",,1/13/2016,4/13/2016
LAW JD859 A1,Imm Rts Clinic,Hlass,3,Independent,6,12,,,,,Arranged,,,Permission Required,,1/11/2016,4/20/2016
LAW JD861 A1,Civil Lit Clin,Burdick,3,Independent,17,28,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/21/2016
LAW JD861 B2,Civil Lit Clin,Burdick,3,Independent,4,12,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD868 A1,Moot Court,Staff,0,DMY,79,80,,,,,Arranged,,,"WebReg Restricted, Permission Required",31200,1/11/2016,4/20/2016
LAW JD868 B1,Moot Court,Staff,0,DMY,82,80,,,,,Arranged,,,"WebReg Restricted, Permission Required, Class Full",31200,1/11/2016,4/20/2016
LAW JD868 C1,Moot Court,Staff,0,DMY,77,80,,,,,Arranged,,,"WebReg Restricted, Permission Required",31200,1/11/2016,4/20/2016
LAW JD870 A1,Patent LAW,Meurer,3,Independent,35,25,LAW,ARR,LAW,ARR,"Mon,Wed", 9:00am,10:25am,"Permission Required, Class Closed",31200,1/11/2016,4/20/2016
LAW JD871 H1,"Trusts, Wills",Hurwitz Star,4,Independent,50,50,LAW,ARR,LAW,ARR,"Tue,Thu",10:40am,12:40pm,"Permission Required, Class Full",31200,1/12/2016,4/19/2016
LAW JD873 B1,Civil Procedure,Collins,4,Independent,86,80,LAW,ARR,LAW,ARR,"Mon,Wed",10:40am,12:40pm,"WebReg Restricted, Permission Required, Class Full",,1/11/2016,4/20/2016
LAW JD876 A1,Property,Lawson,4,Independent,86,80,LAW,ARR,LAW,ARR,"Mon,Wed",11:00am,12:15pm,"WebReg Restricted, Permission Required, Class Full",31200,1/11/2016,4/20/2016
,,,,,,,LAW,ARR,LAW,ARR,Thu, 2:30pm, 3:45pm,,,,
LAW JD876 B1,Property,Outterson,4,Independent,85,80,LAW,ARR,LAW,ARR,"Mon,Tue,Wed,Thu", 8:45am, 9:40am,"WebReg Restricted, Permission Required, Class Full",31200,1/11/2016,4/20/2016
LAW JD876 C1,Property,Di Robilant,4,Independent,84,80,LAW,ARR,LAW,ARR,"Mon,Wed", 2:15pm, 3:40pm,"WebReg Restricted, Permission Required, Class Full",31200,1/11/2016,4/20/2016
,,,,,,,LAW,ARR,LAW,ARR,Tue,12:50pm, 2:00pm,,,,
LAW JD878 A1,Color Line,Lyons,3,Independent,7,8,LAW,508,LAW,508,Wed, 2:10pm, 4:10pm,"Permission Required, Mts w/GRS PH651",,1/13/2016,4/13/2016
LAW JD880 A1,Euro Union LAW,Caruso,3,Independent,8,25,LAW,ARR,LAW,ARR,"Tue,Thu",11:00am,12:25pm,"Permission Required, Mts w/CAS IR500",,1/12/2016,4/19/2016
LAW JD881 B1,Alt Disp Res,Bamford,3,Independent,17,18,LAW,ARR,LAW,ARR,"Tue,Thu", 2:15pm, 3:45pm,"Permission Required, Class Closed",,1/12/2016,4/19/2016
LAW JD883 A1,Sec. Reg.,Webber,4,Independent,47,50,LAW,ARR,LAW,ARR,"Tue,Thu", 2:10pm, 4:10pm,Permission Required,31200,1/12/2016,4/19/2016
LAW JD885 A1,Seminar 2,Volk,1.5,Independent,79,80,,,,,Arranged,,,"WebReg Restricted, Permission Required",31200,1/11/2016,4/20/2016
LAW JD885 B1,Seminar 2,Volk,1.5,Independent,82,80,,,,,Arranged,,,"WebReg Restricted, Permission Required, Class Full",31200,1/11/2016,4/20/2016
LAW JD885 C1,Seminar 2,Volk,1.5,Independent,77,80,,,,,Arranged,,,"WebReg Restricted, Permission Required",31200,1/11/2016,4/20/2016
LAW JD887 A1,Tax of Corps,Feld,3,Independent,10,40,LAW,ARR,LAW,ARR,"Tue,Thu",10:45am,12:15pm,Permission Required,,1/12/2016,4/19/2016
LAW JD888 A1,Irc Adv Advoc,Hlass,3,Independent,6,12,LAW,ARR,LAW,ARR,Thu, 2:10pm, 4:10pm,Permission Required,,1/14/2016,4/14/2016
LAW JD889 S1,Intro Fed Tax,Sims,4,Independent,57,85,LAW,ARR,LAW,ARR,"Tue,Thu", 9:00am,10:30am,Permission Required,31200,1/12/2016,4/19/2016
,,,,,,,LAW,ARR,LAW,ARR,Fri, 9:00am,10:20am,,,,
LAW JD890 A1,Natl Sec LAW,Sloane,3,Independent,9,15,LAW,ARR,LAW,ARR,Mon, 4:20pm, 6:20pm,Permission Required,,1/11/2016,4/20/2016
LAW JD894 A2,Trial Advocacy,Saylor,3,Independent,10,12,LAW,ARR,LAW,ARR,Wed, 4:30pm, 7:20pm,"Permission Required, Class Closed",31200,1/13/2016,4/13/2016
LAW JD894 W1,Trial Advocacy,Wyshak,3,Independent,10,12,LAW,ARR,LAW,ARR,Tue, 5:00pm, 7:50pm,Permission Required,31200,1/12/2016,4/19/2016
LAW JD897 A1,Consumer LAW,Pettit,4,Independent,16,35,LAW,ARR,LAW,ARR,"Tue,Thu", 8:30am,10:30am,Permission Required,,1/12/2016,4/19/2016
LAW JD898 A1,Crim Trl II/Def,Kaplan,8,Independent,3,16,LAW,ARR,LAW,ARR,Thu, 4:20pm, 6:20pm,"Permission Required, Mts w/LAW JD899",31200,1/14/2016,4/14/2016
LAW JD899 A1,Crim Trl II/Pro,Wilson,5,Independent,5,16,LAW,ARR,LAW,ARR,Thu, 4:20pm, 6:20pm,"Permission Required, Mts w/LAW JD898",31200,1/14/2016,4/14/2016
LAW JD903 A1,Supreme Court,Maclin,3,Independent,7,18,LAW,ARR,LAW,ARR,Thu, 4:20pm, 6:20pm,Permission Required,,1/14/2016,4/14/2016
LAW JD906 A1,Cur is Em LAw/S,TBA,3,Independent,11,18,LAW,ARR,LAW,ARR,Mon, 4:20pm, 6:20pm,Permission Required,,1/11/2016,4/20/2016
LAW JD908 A1,Judge Am Legal,Young,3,Independent,20,18,LAW,ARR,LAW,ARR,Wed, 2:10pm, 4:10pm,"Permission Required, Class Closed",31200,1/13/2016,4/13/2016
LAW JD909 A1,Llm Moot Ct,Zelnick,2,Independent,14,14,LAW,ARR,LAW,ARR,Mon, 6:30pm, 7:45pm,"WebReg Restricted, Permission Required, LLMs ONLY, Class Closed",,1/11/2016,4/20/2016
LAW JD917 A1,Const Foreign,Lahav,3,Independent,17,18,LAW,ARR,LAW,ARR,Tue, 2:10pm, 4:10pm,Permission Required,,1/12/2016,4/19/2016
LAW JD919 A1,Neg Mergers,Taylor,3,Independent,17,18,LAW,ARR,LAW,ARR,Wed, 6:30pm, 8:30pm,"Permission Required, Class Closed",31200,1/13/2016,4/13/2016
LAW JD924 B1,Externshp/Field,,var,Independent,8,12,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD924 B2,Externshp/Field,,var,Independent,0,12,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD924 B3,Externshp/Field,,var,Independent,1,12,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD924 B4,Externshp/Field,Staff,var,Independent,0,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD924 B5,Externshp/Field,Staff,var,Independent,0,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD924 B6,Externshp/Field,Staff,var,Independent,1,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD924 B7,Externshp/Field,Staff,var,Independent,1,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD925 B1,Externshp/Ethic,Woolf,3,Independent,12,20,LAW,ARR,LAW,ARR,Wed, 4:20pm, 6:20pm,Permission Required,31200,1/13/2016,4/13/2016
LAW JD926 A1,Pub Health LAW,Mariner,3,Independent,20,18,LAW,ARR,LAW,ARR,Thu, 8:30am,10:30am,"Permission Required, Mts w/SPH LW850, Class Closed",,1/14/2016,4/14/2016
LAW JD928 A1,Sharehold Act,Webber,3,Independent,15,18,LAW,ARR,LAW,ARR,Thu,10:40am,12:40pm,"Permission Required, Class Closed",31200,1/14/2016,4/14/2016
LAW JD931 A1,Private Equity,Kendall,3,Independent,20,20,LAW,ARR,LAW,ARR,Mon, 6:30pm, 8:30pm,"Permission Required, Class Closed",31200,1/11/2016,4/20/2016
LAW JD936 A1,Int'L Proj. Fin,Greiman,3,Independent,20,15,LAW,ARR,LAW,ARR,Tue, 2:10pm, 4:10pm,"Permission Required, Class Closed",31200,1/12/2016,4/12/2016
LAW JD937 B1,Am Leg Pr/Field,Kealy,var,Independent,0,15,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD937 B2,Am Leg Pr/Field,Kealy,var,Independent,0,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD937 B3,Am Leg Pr/Field,Kealy,var,Independent,0,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD937 B4,Am Leg Pr/Field,Staff,var,Independent,0,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD937 B5,Am Leg Pr/Field,Staff,var,Independent,0,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD937 B6,Am Leg Pr/Field,Staff,var,Independent,0,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD937 B7,Am Leg Pr/Field,Staff,var,Independent,0,6,,,,,Arranged,,,Permission Required,31200,1/11/2016,4/20/2016
LAW JD938 B1,Am Leg Prac/Sem,Kealy,3,Independent,1,15,LAW,ARR,LAW,ARR,"Mon,Wed",10:40am,12:40pm,"Permission Required, Mts w/LAW JD786",31200,1/11/2016,4/20/2016
LAW JD939 A1,Patent Pros,Geller,3,Independent,15,18,LAW,ARR,LAW,ARR,Thu, 4:20pm, 6:20pm,Permission Required,,1/14/2016,4/14/2016
LAW JD941 A1,Corp Governance,Roiter,3,Independent,15,18,LAW,ARR,LAW,ARR,Mon, 4:20pm, 6:20pm,"Permission Required, Class Closed",31200,1/11/2016,4/20/2016
LAW JD944 A1,LAW & Religion,Wexler,3,Independent,17,40,LAW,ARR,LAW,ARR,"Mon,Wed",11:00am,12:25pm,Permission Required,,1/11/2016,4/20/2016
LAW JD945 A1,Trial Ad: Adv,TBA,3,Independent,6,12,LAW,ARR,LAW,ARR,Thu, 4:30pm, 7:20pm,Permission Required,31200,1/14/2016,4/14/2016
LAW JD946 A1,Criminal LAW,Leonard,4,Independent,78,80,LAW,ARR,LAW,ARR,"Mon,Wed", 2:30pm, 3:45pm,"WebReg Restricted, Permission Required",31200,1/11/2016,4/20/2016
,,,,,,,,,,,Fri,10:30am,11:45am,,,,
LAW JD946 B1,Criminal LAW,Bridges,4,Independent,85,80,LAW,ARR,LAW,ARR,Mon, 2:15pm, 3:40pm,"WebReg Restricted, Permission Required, Class Full",31200,1/11/2016,4/20/2016
,,,,,,,LAW,ARR,LAW,ARR,"Tue,Wed",12:50pm, 2:00pm,,,,
LAW JD946 C1,Criminal LAW,Sloane,4,Independent,81,80,LAW,ARR,LAW,ARR,"Mon,Wed,Thu",10:45am,12:00pm,"WebReg Restricted, Permission Required, Class Full",31200,1/11/2016,4/20/2016
LAW JD950 A1,Homicide Invest,Meier,3,Independent,18,18,LAW,ARR,LAW,ARR,Tue, 4:20pm, 6:20pm,"Permission Required, Class Closed",31200,1/12/2016,4/19/2016
LAW JD957 A1,LAW Minorities,Volk,3,Independent,8,18,LAW,ARR,LAW,ARR,Thu, 2:10pm, 4:10pm,Permission Required,31200,1/14/2016,4/14/2016
LAW JD958 A1,Depositions,Browne,3,Independent,16,16,LAW,ARR,LAW,ARR,Mon, 2:10pm, 4:10pm,"Permission Required, Class Closed",31200,1/11/2016,4/20/2016
LAW JD963 A1,Ip Licensing,Donohue,3,Independent,12,10,LAW,ARR,LAW,ARR,Mon, 6:30pm, 8:30pm,"Permission Required, Class Closed",,1/11/2016,4/20/2016
LAW JD964 A1,Patent Lit,Gugliuzza,3,Independent,16,30,LAW,ARR,LAW,ARR,"Mon,Wed", 4:20pm, 5:45pm,Permission Required,,1/11/2016,4/20/2016
LAW JD965 A1,Comp Crim LAW,TBA,3,Independent,0,18,LAW,ARR,,,Wed, 4:20pm, 6:20pm,Permission Required,,1/13/2016,4/13/2016
LAW JD972 A1,LAW 21st Cent,Moore,3,Independent,15,18,LAW,ARR,LAW,ARR,Wed, 2:10pm, 4:10pm,"Permission Required, Class Closed",31200,1/13/2016,4/13/2016
LAW JD974 A1,Civ Lit/Trl Ad,Burdick,3,Independent,17,28,LAW,ARR,LAW,ARR,Tue, 4:20pm, 6:20pm,"Permission Required, Mts w/ JD974 B1",31200,1/12/2016,4/19/2016
LAW JD974 B1,Civ Lit/Trl Ad,Burdick,3,Independent,4,12,LAW,ARR,LAW,ARR,Tue, 4:20pm, 6:20pm,"Permission Required, Mts w/JD974 A1",31200,1/12/2016,4/19/2016
LAW JD975 A1,Int Human Rts C,Akram,3,Experience,8,6,,,,,Arranged,,,"Permission Required, Class Full",31200,1/11/2016,4/20/2016
LAW JD981 A1,Crim Trial Adv,Rossman,3,Independent,26,20,LAW,ARR,LAW,ARR,Tue, 2:10pm, 4:10pm,"Permission Required, Mts w/LAW JD982, Class Full",31200,1/12/2016,4/19/2016
,,,,,,,LAW,ARR,LAW,ARR,Fri,10:30am, 1:30pm,,,,
LAW JD982 A1,Crim Trial Pr 1,Rossman,5,Independent,13,20,LAW,ARR,LAW,ARR,Tue, 2:10pm, 4:10pm,"Permission Required, Mts w/LAW JD981",31200,1/12/2016,4/19/2016
,,,,,,,LAW,ARR,LAW,ARR,Fri,10:30am, 1:30pm,,,,
LAW JD984 M1,Prof Resp,Moore,3,Independent,39,50,LAW,ARR,LAW,ARR,"Tue,Thu",11:00am,12:25pm,Permission Required,31200,1/12/2016,4/19/2016
LAW JD984 P1,Prof Resp,Pettit,3,Independent,47,50,LAW,ARR,LAW,ARR,"Tue,Thu", 2:10pm, 3:35pm,"Permission Required, Class Closed",31200,1/12/2016,4/19/2016
LAW JD985 B1,Corporate Fin,Griner,3,Independent,60,50,LAW,ARR,LAW,ARR,"Mon,Wed", 2:10pm, 3:40pm,"Permission Required, Class Closed",31200,1/11/2016,4/20/2016
LAW JD986 B1,Legal Fellows,Volk,2,Independent,18,25,LAW,ARR,LAW,ARR,Fri, 1:30pm, 2:30pm,Permission Required,31200,1/15/2016,4/15/2016
LAW JD987 A1,Securitization,Frankel,3,Independent,22,25,LAW,ARR,LAW,ARR,"Mon,Wed", 2:10pm, 3:35pm,Permission Required,,1/11/2016,4/20/2016
LAW JD988 A1,Mergers & Acqus,Marks,3,Independent,70,45,LAW,ARR,LAW,ARR,"Tue,Thu", 9:00am,10:25am,"Permission Required, Class Closed",31200,1/12/2016,4/19/2016
LAW JD989 A1,Problem Solving,Creamer,1,Independent,5,6,,,,,Arranged,,,"WebReg Restricted, Permission Required",31200,1/11/2016,4/20/2016
LAW JD990 A1,Fem Juris,McClain,3,Independent,19,20,LAW,ARR,LAW,ARR,Mon, 2:10pm, 4:10pm,"Permission Required, Class Closed",,1/11/2016,4/20/2016
LAW JD992 A1,Health Ins Ref,Mariner,3,Independent,Cancelled,Cancelled,,,SPH,ARR,Mon, 2:00pm, 4:30pm,"Permission Required, Meets at SPH w/ SPH LW 830",,1/25/2016,5/2/2016
LAW JD998 A1,Health Care Tra,TBA,3,Independent,13,16,LAW,ARR,LAW,ARR,Mon, 4:20pm, 6:20pm,"Permission Required, Class Closed",31200,1/11/2016,4/20/2016
LAW LA994 B1,Project Mgmt,TBA,3,Independent,0,5,,,ARR,ARR,Arranged,,,Permission Required,,1/19/2016,4/29/2016
LAW LA996 A1,Tech Commer,,3,Independent,0,5,,,,,,,,Permission Required,,1/19/2016,4/29/2016
LAW LA999 A1,Core Curr LAW,TBA,var,DMY,18,500,,,,,Arranged,,,,31040,1/11/2016,4/20/2016
LAW LA999 E1,Core Curr LAW,TBA,var,DMY,0,65,,,,,Arranged,,,"WebReg Restricted, Permission Required",31040,1/11/2016,4/20/2016
LAW LA999 L1,Core Curr LAW,TBA,var,DMY,0,65,,,,,Arranged,,,WebReg Restricted,31040,1/11/2016,4/20/2016
LAW LE653 A1,Legal English 2,Tomeho-Paler,7,Independent,9,15,,,SOC,B67,"Tue,Wed", 9:00am,12:00pm,,31217,1/19/2016,4/27/2016
LAW LE653 A2,Legal English 2,Pettigrew,7,Independent,7,20,LAW,518,LAW,513,"M,Tu,W,Th,F", 9:00am,12:00pm,WebReg Restricted,31217,1/19/2016,4/29/2016
LAW LE654 A1,Legal Writing,Durkin,2,Independent,9,29,,,,,Thu, 2:00pm, 4:00pm,,31217,1/21/2016,4/28/2016
LAW LE654 A2,Legal Writing,Durkin,2,Independent,7,20,LAW,419,LAW,418,Thu, 2:10pm, 4:10pm,WebReg Restricted,31217,1/21/2016,4/28/2016
LAW LE655 A1,Persuasive Advo,Palermino,2,Independent,10,20,LAW,419,LAW,417,Mon, 2:10pm, 4:10pm,WebReg Restricted,31217,1/25/2016,4/25/2016
LAW LE655 A2,Persuasive Advo,Palermino,2,Independent,7,20,LAW,419,LAW,416,Wed, 2:10pm, 4:10pm,WebReg Restricted,31217,1/20/2016,4/27/2016
LAW LE656 A1,Topics Amer LAW,Pilarczyk,1,Independent,16,29,LAW,418,LAW,418,Fri, 2:00pm, 4:00pm,,31217,1/22/2016,4/29/2016
LAW LE657 A1,Skills U.S.LAW,Steinbrook,1,Independent,15,29,LAW,420,LAW,420,Tue, 2:10pm, 4:10pm,,31217,1/19/2016,4/26/2016
LAW TX902 A1,Fed Inc Tax 2,Hammond,2,Independent,1,75,LAW,103,LAW,103,Mon, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required",31201,1/11/2016,4/20/2016
LAW TX907 A1,Tax Pra & Pro,DeFrancisco,2,Independent,0,75,LAW,101,LAW,101,Mon, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required",31201,1/11/2016,4/18/2016
LAW TX914 A1,Stand and Resp,Casten,1,Independent,0,75,,,,,Wed, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required",,3/9/2016,4/13/2016
LAW TX917 A1,Fin Prod P&T,Ponda,2,Independent,0,75,LAW,413,LAW,413,Mon, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required",31201,1/11/2016,4/18/2016
LAW TX918 A1,Life Cycle Bus,Wry,2,Independent,0,75,LAW,101,LAW,101,Tue, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required, Pre/Co-req: Fed IncomeTax I&II, Intro to Corp Tax, & Partner Tax I",31201,1/12/2016,4/19/2016
LAW TX920 A1,Tx Buy Sell Bus,Darby,2,Independent,0,75,LAW,413,LAW,413,Thu, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required, Pre/Co-req: Fed",31201,1/14/2016,4/14/2016
LAW TX921 A1,Reit Ric Remic,Ponda,2,Independent,0,75,,,,,Mon, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required",,1/11/2016,4/18/2016
LAW TX924 A1,Corp Reorgs,Smith,2,Independent,0,75,LAW,101,LAW,101,Thu, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required, Prereq: Intro to Corp. Tax",31201,1/14/2016,4/14/2016
LAW TX930 A1,Partn Tax 1,Finkel,2,Independent,1,75,LAW,101,LAW,101,Thu, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required",31201,1/14/2016,4/14/2016
LAW TX932 A1,Cons. Corps.,Smith,2,Independent,0,75,LAW,103,LAW,103,Mon, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required, Pre/Co-req: Fed IncomeTax I&II, Intro to Corp. Tax, or equiv. experience.",31201,1/11/2016,4/18/2016
LAW TX933 A1,Intro Corp Tax,Stransky,2,Independent,0,75,LAW,212,LAW,212,Tue, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required, Pre/Coreq: TX901/902",31201,1/12/2016,4/19/2016
LAW TX934 A1,Estate Pl.-Adv.,Peckham,2,Independent,0,75,LAW,413,LAW,413,Tue, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required, Pre/Co-reqs: Estate & Gift Tax, Estate Planning, Tax of Trusts & Fid",31201,1/12/2016,4/19/2016
LAW TX936 A1,Bkrupts & Wrkts,Allen,2,Independent,0,75,LAW,101,LAW,101,Wed, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required, Pre/Co-reqs: Intro to Corp. Tax, & Part. Tax I.",31201,1/13/2016,4/13/2016
